Time;IBI;HR;LVET;HRS;Sys;Dia;MAP;SV;CO;SVR;SVI;CI;SVRI;dP/dt;COCalibr
20.540000;1,125;53;0,340;21;118;81;93;69;3,7;2025;35;1,8;4035;641;-1,000
21.665000;1,115;54;0,335;21;116;80;94;72;3,9;1925;36;1,9;3835;611;-1,000
22.780000;1,115;54;0,360;21;123;81;97;73;3,9;1963;37;2,0;3910;598;-1,000
23.895000;1,150;52;0,350;21;121;81;95;74;3,9;1960;37;1,9;3905;572;-1,000
25.045000;1,150;52;0,355;21;118;79;93;76;3,9;1880;38;2,0;3745;545;-1,000
26.195000;1,080;56;0,330;21;113;78;92;69;3,8;1908;35;1,9;3800;491;-1,000
27.275000;1,060;57;0,345;21;113;80;92;69;3,9;1870;35;2,0;3725;438;-1,000
28.335000;1,005;60;0,340;20;109;78;91;69;4,1;1760;35;2,0;3505;416;-1,000
29.340000;1,015;59;0,345;20;107;78;89;66;3,9;1818;33;2,0;3620;389;-1,000
30.355000;0,980;61;0,345;20;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
31.335000;1,015;59;0,345;20;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
32.350000;1,010;59;0,345;20;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
33.360000;0,980;61;0,345;20;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
34.340000;0,900;67;0,345;20;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
35.240000;1,145;52;0,345;21;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
36.385000;1,235;49;0,345;21;106;76;89;66;3,9;1818;33;2,0;3620;389;-1,000
37.620000;1,110;54;0,345;20;103;69;84;79;4,3;1575;39;2,1;3135;438;-1,000
38.730000;1,095;55;0,335;21;105;71;86;75;4,1;1680;37;2,0;3345;433;-1,000
39.825000;1,080;56;0,340;21;109;74;87;74;4,1;1690;37;2,0;3370;470;-1,000
40.905000;1,080;56;0,345;21;108;73;82;79;4,3;1510;39;2,2;3005;469;-1,000
41.985000;1,035;58;0,335;21;95;67;78;69;4,0;1578;34;2,0;3145;356;-1,000
43.020000;1,035;58;0,340;21;95;70;80;62;3,6;1773;31;1,8;3535;345;-1,000
44.055000;1,105;54;0,350;21;94;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
45.160000;1,175;51;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
46.335000;1,205;50;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
47.540000;1,195;50;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
48.735000;1,205;50;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
49.940000;1,205;50;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
51.145000;1,195;50;0,350;21;96;69;79;66;3,6;1768;33;1,8;3525;339;-1,000
52.340000;1,180;51;0,350;21;107;73;85;74;3,8;1810;37;1,9;3605;447;-1,000
53.520000;1,090;55;0,345;21;106;72;86;75;4,1;1675;37;2,0;3335;444;-1,000
54.610000;0,990;61;0,325;21;107;74;88;69;4,2;1685;34;2,1;3355;444;-1,000
55.600000;0,985;61;0,345;21;109;76;90;71;4,3;1668;36;2,2;3320;455;-1,000
56.585000;1,045;57;0,345;21;111;78;91;69;3,9;1845;34;2,0;3675;463;-1,000
57.630000;1,120;54;0,355;21;112;78;91;72;3,8;1898;36;1,9;3780;484;-1,000
58.750000;1,150;52;0,345;21;111;76;90;73;3,8;1903;37;1,9;3790;484;-1,000
59.900000;1,160;52;0,360;21;112;76;90;78;4,0;1780;39;2,0;3545;483;-1,000
61.060000;1,160;52;0,360;21;111;76;89;77;4,0;1800;38;2,0;3585;477;-1,000
62.220000;1,150;52;0,360;21;109;74;89;77;4,0;1800;38;2,0;3585;477;-1,000
63.370000;1,185;51;0,360;21;109;74;89;77;4,0;1800;38;2,0;3585;477;-1,000
64.555000;1,160;52;0,360;21;109;74;89;77;4,0;1800;38;2,0;3585;477;-1,000
65.715000;1,120;54;0,360;21;109;74;89;77;4,0;1800;38;2,0;3585;477;-1,000
66.835000;1,095;55;0,360;21;109;74;89;77;4,0;1800;38;2,0;3585;477;-1,000
67.930000;1,105;54;0,345;21;112;75;90;76;4,1;1740;38;2,0;3465;516;-1,000
69.035000;1,080;56;0,360;21;112;76;91;78;4,3;1680;39;2,2;3350;520;-1,000
70.115000;1,035;58;0,345;21;113;77;92;74;4,3;1728;37;2,1;3445;520;-1,000
71.150000;1,015;59;0,335;21;116;79;95;70;4,1;1845;35;2,0;3675;527;-1,000
72.165000;1,035;58;0,355;21;120;82;99;72;4,2;1900;36;2,1;3785;547;-1,000
73.200000;1,035;58;0,355;21;123;84;101;71;4,1;1958;36;2,1;3900;569;-1,000
74.235000;1,155;52;0,350;21;126;85;100;71;3,7;2165;36;1,8;4315;591;-1,000
75.390000;1,140;53;0,355;21;125;83;99;77;4,0;1958;39;2,0;3900;603;-1,000
76.530000;1,100;55;0,350;21;124;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
77.630000;1,090;55;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
78.720000;1,055;57;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
79.775000;1,060;57;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
80.835000;1,060;57;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
81.895000;0,965;62;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
82.860000;1,045;57;0,350;21;123;82;98;77;4,2;1868;39;2,1;3720;616;-1,000
83.905000;1,105;54;0,350;21;128;84;100;79;4,3;1875;39;2,1;3735;688;-1,000
85.010000;1,095;55;0,350;21;126;83;99;78;4,3;1848;39;2,1;3680;666;-1,000
86.105000;1,000;60;0,350;21;125;82;99;79;4,7;1668;40;2,4;3325;658;-1,000
87.105000;0,975;62;0,345;21;125;83;99;76;4,7;1698;38;2,3;3380;644;-1,000
88.080000;0,985;61;0,350;21;125;83;99;75;4,6;1728;38;2,3;3445;633;-1,000
89.065000;1,060;57;0,345;21;125;83;97;74;4,2;1840;37;2,1;3665;645;-1,000
90.125000;1,155;52;0,350;21;123;80;94;79;4,1;1840;40;2,0;3665;652;-1,000
91.280000;1,165;52;0,350;21;120;77;93;82;4,2;1763;41;2,1;3515;628;-1,000
92.445000;1,100;55;0,355;21;117;76;92;83;4,5;1618;42;2,3;3225;605;-1,000
93.545000;1,035;58;0,355;21;116;76;92;83;4,5;1618;42;2,3;3225;605;-1,000
94.580000;1,020;59;0,355;21;116;76;92;83;4,5;1618;42;2,3;3225;605;-1,000
95.600000;1,045;57;0,355;21;116;76;92;83;4,5;1618;42;2,3;3225;605;-1,000
96.645000;1,100;55;0,355;21;119;78;94;80;4,3;1730;40;2,2;3445;598;-1,000
97.745000;1,085;55;0,350;21;119;78;94;79;4,3;1730;39;2,2;3445;595;-1,000
98.830000;0,970;62;0,350;21;118;78;95;78;4,8;1565;39;2,4;3120;589;-1,000
99.800000;0,920;65;0,350;21;119;80;96;77;5,0;1525;39;2,5;3040;578;-1,000
100.720000;1,100;55;0,350;21;121;81;95;74;4,0;1883;37;2,0;3750;588;-1,000
101.820000;1,115;54;0,355;21;119;77;92;81;4,3;1693;40;2,2;3370;605;-1,000
102.935000;1,120;54;0,355;21;117;76;91;82;4,4;1655;41;2,2;3295;588;-1,000
104.055000;1,060;57;0,360;21;116;74;91;85;4,8;1515;42;2,4;3020;591;-1,000
105.115000;1,015;59;0,355;21;115;75;91;81;4,7;1525;40;2,4;3035;570;-1,000
106.130000;1,105;54;0,355;21;116;76;91;81;4,7;1525;40;2,4;3035;570;-1,000
107.235000;1,095;55;0,355;21;116;76;91;81;4,7;1525;40;2,4;3035;570;-1,000
108.330000;1,005;60;0,355;21;116;76;91;81;4,7;1525;40;2,4;3035;570;-1,000
109.335000;1,000;60;0,345;21;116;76;91;78;4,7;1560;39;2,3;3110;592;-1,000
110.335000;1,040;58;0,355;21;117;77;92;79;4,6;1620;40;2,3;3225;591;-1,000
111.375000;1,045;57;0,355;21;118;77;94;80;4,6;1640;40;2,3;3270;603;-1,000
112.420000;0,995;60;0,350;21;120;78;95;80;4,8;1583;40;2,4;3155;617;-1,000
113.415000;0,955;63;0,350;21;121;80;96;77;4,8;1573;39;2,4;3130;617;-1,000
114.370000;0,915;66;0,340;21;122;80;96;77;5,0;1535;38;2,5;3055;614;-1,000
115.285000;0,905;66;0,345;21;122;81;96;77;5,1;1518;38;2,5;3020;620;-1,000
116.190000;1,010;59;0,345;21;123;81;97;76;4,5;1725;38;2,2;3435;620;-1,000
117.200000;1,005;60;0,345;21;124;80;96;79;4,7;1625;40;2,4;3235;675;-1,000
118.205000;1,020;59;0,345;21;122;80;96;79;4,7;1625;40;2,4;3235;675;-1,000
119.225000;0,965;62;0,345;21;122;80;96;79;4,7;1625;40;2,4;3235;675;-1,000
120.190000;0,955;63;0,345;21;122;80;96;79;4,7;1625;40;2,4;3235;675;-1,000
121.145000;0,965;62;0,345;21;125;81;97;78;4,8;1608;39;2,4;3200;672;-1,000
122.110000;0,900;67;0,345;21;124;81;99;79;5,2;1505;39;2,6;2995;653;-1,000
123.010000;0,935;64;0,340;21;127;84;101;74;4,8;1690;37;2,4;3365;678;-1,000
123.945000;0,990;61;0,350;21;128;84;100;76;4,6;1733;38;2,3;3450;678;-1,000
124.935000;0,980;61;0,340;21;127;82;99;77;4,7;1690;38;2,3;3365;675;-1,000
125.915000;0,935;64;0,340;21;126;82;99;77;4,9;1600;39;2,5;3185;670;-1,000
126.850000;0,975;62;0,340;21;126;82;97;76;4,7;1650;38;2,3;3290;661;-1,000
127.825000;0,910;66;0,345;21;123;81;97;78;5,1;1515;39;2,6;3015;642;-1,000
128.735000;0,840;71;0,340;21;123;82;98;76;5,4;1438;38;2,7;2865;622;-1,000
129.575000;0,815;74;0,340;21;125;84;100;74;5,4;1483;37;2,7;2950;606;-1,000
130.390000;0,870;69;0,340;21;127;85;99;71;4,9;1618;36;2,5;3225;633;-1,000
131.260000;0,900;67;0,340;21;127;84;98;74;4,9;1585;37;2,5;3155;661;-1,000
132.160000;0,880;68;0,340;21;124;82;97;76;5,2;1493;38;2,6;2975;620;-1,000
133.040000;0,815;74;0,330;21;119;81;97;68;5,0;1558;34;2,5;3100;563;-1,000
133.855000;0,890;67;0,340;21;128;85;97;75;5,0;1540;37;2,5;3070;641;-1,000
134.745000;1,020;59;0,335;21;120;78;91;74;4,3;1670;37;2,2;3330;602;-1,000
135.765000;0,965;62;0,340;21;115;75;89;79;4,9;1445;39;2,4;2875;570;-1,000
136.730000;0,965;62;0,335;21;112;74;86;77;4,8;1438;39;2,4;2860;536;-1,000
137.695000;0,955;63;0,330;21;108;72;85;75;4,7;1435;38;2,3;2860;506;-1,000
138.650000;0,965;62;0,330;21;107;72;85;75;4,7;1435;38;2,3;2860;506;-1,000
139.615000;0,985;61;0,330;21;107;72;85;75;4,7;1435;38;2,3;2860;506;-1,000
140.600000;0,990;61;0,330;21;107;72;85;75;4,7;1435;38;2,3;2860;506;-1,000
141.590000;0,940;64;0,325;21;110;74;87;72;4,6;1505;36;2,3;2995;503;-1,000
142.530000;1,000;60;0,340;21;110;73;86;77;4,6;1495;38;2,3;2975;506;-1,000
143.530000;1,055;57;0,335;20;110;73;85;75;4,3;1598;38;2,1;3185;506;-1,000
144.585000;0,930;65;0,350;20;109;70;87;84;5,4;1280;42;2,7;2550;508;-1,000
145.515000;0,935;64;0,340;20;111;75;89;73;4,7;1510;37;2,3;3010;509;-1,000
146.450000;1,000;60;0,340;20;115;76;91;74;4,5;1625;37;2,2;3235;544;-1,000
147.450000;1,110;54;0,340;20;115;77;90;73;3,9;1833;36;2,0;3650;552;-1,000
148.560000;1,085;55;0,340;20;116;75;91;80;4,4;1658;40;2,2;3300;577;-1,000
149.645000;1,075;56;0,340;20;116;76;90;79;4,4;1638;39;2,2;3260;553;-1,000
150.720000;1,090;55;0,345;20;118;77;92;78;4,3;1705;39;2,2;3395;584;-1,000
151.810000;1,060;57;0,345;20;117;76;91;80;4,5;1613;40;2,2;3215;573;-1,000
152.870000;1,090;55;0,350;20;116;75;90;82;4,5;1588;41;2,3;3165;578;-1,000
153.960000;1,145;52;0,345;20;115;74;89;80;4,2;1708;40;2,1;3405;566;-1,000
155.105000;1,025;59;0,335;20;116;74;91;79;4,6;1580;39;2,3;3145;580;-1,000
156.130000;1,105;54;0,350;20;112;75;86;77;4,2;1643;38;2,1;3270;531;-1,000
157.235000;1,130;53;0,345;20;106;72;84;73;3,9;1713;37;1,9;3415;497;-1,000
158.365000;1,070;56;0,290;20;111;72;88;72;4,0;1740;36;2,0;3465;539;-1,000
159.435000;1,140;53;0,345;20;110;73;87;77;4,0;1730;38;2,0;3445;509;-1,000
160.575000;1,120;54;0,340;20;107;74;86;72;3,9;1770;36;1,9;3525;513;-1,000
161.695000;0,985;61;0,335;20;104;72;85;73;4,4;1533;37;2,2;3055;486;-1,000
162.680000;0,895;67;0,340;20;104;73;86;71;4,8;1443;36;2,4;2875;461;-1,000
163.575000;0,875;69;0,335;20;107;75;89;70;4,8;1485;35;2,4;2960;480;-1,000
164.450000;0,990;61;0,340;20;108;77;88;64;3,9;1813;32;1,9;3610;480;-1,000
165.440000;1,510;40;0,335;20;110;75;83;66;2,6;2533;33;1,3;5045;528;-1,000
166.950000;1,330;45;0,330;20;104;68;81;79;3,6;1818;40;1,8;3620;544;-1,000
168.280000;1,225;49;0,320;20;104;69;82;79;3,8;1705;39;1,9;3395;531;-1,000
169.505000;1,135;53;0,350;20;109;71;87;82;4,3;1613;41;2,2;3210;556;-1,000
170.640000;1,110;54;0,360;20;114;75;91;79;4,3;1703;40;2,1;3390;588;-1,000
171.750000;1,135;53;0,360;20;116;77;92;77;4,1;1800;39;2,0;3585;592;-1,000
172.885000;0,990;61;0,360;20;118;77;92;77;4,1;1800;39;2,0;3585;592;-1,000
173.875000;0,805;75;0,360;20;118;77;92;77;4,1;1800;39;2,0;3585;592;-1,000
174.680000;1,465;41;0,360;20;118;77;92;77;4,1;1800;39;2,0;3585;592;-1,000
176.145000;1,160;52;0,360;20;118;77;92;77;4,1;1800;39;2,0;3585;592;-1,000
